ID,Title,Publisher,Format,Subjects,,Length,Avergae of missing value
58652de776f111ebbcd6f06e0bc7d76e,Wild West,HistoryNet,magazine,Culture & Literature,,20,
58a2659276f111eb9d61f06e0bc7d76e,Thrive Health & Nutrition Magazine,Thrive Magazine & Media,magazine,Health & Fitness,,16,
58e6c5b476f111ebb234f06e0bc7d76e,Where They Create,Frame Publishers ,magazine,Art & Architecture,,18,
59284c5576f111eba206f06e0bc7d76e,Gli speciali di Focus Storia: Rinascimento,Mondadori Scienza S.p.A.,magazine,none,,4,
5971f12476f111ebbb00f06e0bc7d76e,Southern Lady,Hoffman Media,magazine,Food & Wine,,11,
59c339b476f111eba08cf06e0bc7d76e,60 Days of Prayer,Guideposts,magazine,Culture & Literature,,20,
5a0560ea76f111eba6f8f06e0bc7d76e,25 Beautiful Homes,Future Publishing Ltd,magazine,Home & Garden,,13,
5a8ee0bd76f111ebaf32f06e0bc7d76e,Yoga Journal Russia,STM Publishing LLC,magazine,Health & Fitness,,16,
5ad262e576f111eb8e57f06e0bc7d76e,≠Hola! Especial Decoraci¢n,Hola S.L.,magazine,Home & Garden,,13,
5b1bf25e76f111ebb937f06e0bc7d76e,Chat,Future Publishing Ltd,magazine,Celebrity & Gossip,,18,
5b9632fe76f111eb8948f06e0bc7d76e,Computer Music,Future Publishing Ltd,magazine,"Movies, TV & Music",,18,
5bf70d7276f111eb94dcf06e0bc7d76e,Style At Home,Future Publishing Ltd,magazine,Home & Garden,,13,
5c3af15776f111ebb813f06e0bc7d76e,Practical Sportsbikes,H BAUER PUBLISHING LIMITED,magazine,Cars & Motorcycles,,18,
5c7626d576f111ebbc0cf06e0bc7d76e,Melaverde,RTI spa,magazine,Food & Wine,,11,
5cb0789976f111eb9157f06e0bc7d76e,Land Rover Monthly,Warners Group Publications Plc,magazine,Cars & Motorcycles,,18,
5cf0125476f111eb81c6f06e0bc7d76e,Melaverde,RTI spa,magazine,Food & Wine,,11,
5d329dc176f111eb8601f06e0bc7d76e,Beat,falkemedia GmbH & Co. KG.,magazine,"Movies, TV & Music",,18,
5d7614e576f111ebb38bf06e0bc7d76e,Men's Health UK,Hearst Magazines UK,magazine,Health & Fitness,,16,
5db4b9bf76f111ebb046f06e0bc7d76e,Diez minutos,"Hearst Magazines, S.L.",magazine,Celebrity & Gossip,,18,
5df7555176f111eba493f06e0bc7d76e,Ici Paris,Hachette Filipacchi Associes,magazine,Celebrity & Gossip,,18,
5e3b298976f111eb90abf06e0bc7d76e,Classic Cars,H BAUER PUBLISHING LIMITED,magazine,Cars & Motorcycles,,18,
5e7c205076f111eb8c07f06e0bc7d76e,FourFourTwo UK,Future Publishing Ltd,magazine,Sports,,6,
5ec0318676f111ebabc8f06e0bc7d76e,HWM Singapore,Singapore Press Holdings Limited,magazine,Tech & Gaming,,13,
5f01326376f111ebbaecf06e0bc7d76e,Les VeillÇes des chaumiäres,Reworld Media Magazines,magazine,Culture & Literature,,20,
5f43c46676f111eba34af06e0bc7d76e,Les VeillÇes des chaumiäres,Reworld Media Magazines,magazine,Culture & Literature,,20,
5f878a0976f111ebb020f06e0bc7d76e,Public,CMI Publishing,magazine,Celebrity & Gossip,,18,
5fcb1a4176f111ebadcdf06e0bc7d76e,Virtual Reality - The Complete Guide,Immediate Media Company London Limited,magazine,Tech & Gaming,,13,
602065d276f111ebb6bdf06e0bc7d76e,Back Garden Astronomy,Immediate Media Company London Limited,magazine,Science,,7,
6063581576f111ebae57f06e0bc7d76e,Damaged,Kalmbach Publishing Co. - Magazines,magazine,Men's Lifestyle,,15,
60ac163076f111ebb1f6f06e0bc7d76e,Golf Tips,"Madavor Media, LLC",magazine,Sports,,6,
60e4816976f111eba860f06e0bc7d76e,PC Gamer Specials (US Edition),Future Publishing Limited US,magazine,Gaming,,6,
6120ee1c76f111eb92f3f06e0bc7d76e,California,Future Publishing Limited US,magazine,none,,4,
6166f7e876f111eb8212f06e0bc7d76e,Freedom - Oltre il confine,RTI spa,magazine,Science,,7,
622ec17a76f111eba3f0f06e0bc7d76e,T£ MÇxico,Editorial Televisa SA de CV,magazine,Kids & Teens,,12,
62756c9f76f111eb8dfff06e0bc7d76e,Open Magazine,Open Media Network Pvt Ltd,magazine,News & Politics,,15,
62c0bb6a76f111eb80f2f06e0bc7d76e,Porsche Classics,Dennis Publishing UK,magazine,none,,4,
6306eb2f76f111eb9919f06e0bc7d76e,The Definitive Guide to Android,Dennis Publishing UK,magazine,Tech & Gaming,,13,
634a867b76f111ebb696f06e0bc7d76e,Malaysia Tatler Weddings,Tatler Asia Limited,magazine,Women's Lifestyle,,17,
6391253276f111eb86fdf06e0bc7d76e,Australian Wood Review,Yaffa Publishing Group PTY LTD,magazine,Crafts,,6,
63cdb92776f111ebbc0cf06e0bc7d76e,This is London: The Making of London Fashion Week,Hearst Magazines UK,magazine,none,,4,
645b05c376f111ebb548f06e0bc7d76e,Blade,"Caribou Media, LLC",magazine,Hunting & Fishing,,17,
64a0222a76f111eba82cf06e0bc7d76e,Best of Creative Jewelry,"Interweave Press, LLC - Magazine",magazine,Crafts,,6,
64ea221c76f111eb81a7f06e0bc7d76e,WegSleep Caravanning Guide,Media 24 Ltd,magazine,none,,4,
6531b12f76f111ebadabf06e0bc7d76e,Inspired by Vintage Quilts,Universal Wellbeing PTY Limited,magazine,Crafts,,6,
6584201d76f111eba39cf06e0bc7d76e,Olive Magazine,Immediate Media Company London Limited,magazine,Food & Wine,,11,
65cd6a4676f111eb848cf06e0bc7d76e,Food Gardening,Universal Wellbeing PTY Limited,magazine,none,,4,
6609e1a476f111eba81af06e0bc7d76e,Grazia MÇxico,Menta Comunicaci¢n Y Medios S.A. De C.V.,magazine,Fashion,,7,
6648f1ad76f111ebb33bf06e0bc7d76e,L'Express,Groupe Express Roularta,magazine,News & Politics,,15,
6698a7d576f111eb8fbef06e0bc7d76e,The Great Outdoors,Kelsey Publishing Group,magazine,Health & Fitness,,16,
66d3dbe776f111eba21cf06e0bc7d76e,Ubuntu The Complete Manual,Future Publishing Ltd,magazine,Tech & Gaming,,13,
6755b1ba76f111ebae30f06e0bc7d76e,Country,Trusted Media Brands Inc.,magazine,Travel & Outdoor,,16,
67a0d32076f111eb92acf06e0bc7d76e,Marie Claire Maison Italia,HMC IITALIA SRL ,magazine,Home & Garden,,13,
67ece7e876f111ebb622f06e0bc7d76e,Raspberry Pi Annual,Future Publishing Ltd,magazine,Tech & Gaming,,13,
683940e776f111eba371f06e0bc7d76e,Car Espa§a,TEAM CAR SPAIN PUBLICACIONES S.L,magazine,Men's Lifestyle,,15,
68853f1b76f111eb87c7f06e0bc7d76e,The Hockey News,Roustan Media Ltd.,magazine,Sports,,6,
68c5a05f76f111ebaddef06e0bc7d76e,Philosophy Now,Anja Publications Ltd,magazine,Culture & Literature,,20,
690cb08476f111ebaa3df06e0bc7d76e,Remodeling & Makeovers,Hearst,magazine,Home & Garden,,13,
694fc54876f111eba010f06e0bc7d76e,Engaging Spaces,Frame Publishers ,magazine,Art & Architecture,,18,
698ba9e576f111eb803ff06e0bc7d76e,France Dimanche,CMI Publishing,magazine,Celebrity & Gossip,,18,
69cc0eff76f111eb97fef06e0bc7d76e,M†s All† Monogr†ficos,CONNECOR INVESTMENTS S.L.,magazine,Culture & Literature,,20,
6a0b5bb576f111ebb9e1f06e0bc7d76e,The TechRadar Mobile Phone Buying Guide,Future Publishing Ltd,magazine,none,,4,
6a57db3d76f111ebac20f06e0bc7d76e,GQ Latin America,Conde Nast de Mexico SA de CV ,magazine,Men's Lifestyle,,15,
6aac1b0876f111eb9d96f06e0bc7d76e,New Scientist,New Scientist Ltd,magazine,Science,,7,
6af6177776f111eb94eaf06e0bc7d76e,WegRy 4x4 Roetegids,Media 24 Ltd,magazine,none,,4,
6b4420a376f111eb88f5f06e0bc7d76e,Boxing News,Kelsey Publishing Group,magazine,News & Politics,,15,
6b85ff9076f111ebbff5f06e0bc7d76e,Weg Kuierkos,Media 24 Ltd,magazine,Travel & Outdoor,,16,
6bcbac2576f111eb8be3f06e0bc7d76e,men's uno,Acer Inc.,magazine,Celebrity & Gossip,,18,
6c0968ca76f111ebaafef06e0bc7d76e,Play Like Your Heroes: Rock,Future Publishing Ltd,magazine,"Movies, TV & Music",,18,
6c4a56c376f111ebadd3f06e0bc7d76e,Banknote Reporter,Active Interest Media,magazine,Luxury,,6,
6ccce19076f111ebb354f06e0bc7d76e,Hollywood Histories Revealed,Immediate Media Company London Limited,magazine,Culture & Literature,,20,
6d0aab1676f111eb91e6f06e0bc7d76e,Official Xbox Magazine Special,Future Publishing Limited US,magazine,Gaming,,6,
6d58784d76f111ebae1df06e0bc7d76e,Edge,Future Publishing Ltd,magazine,Tech & Gaming,,13,
6da0a51976f111eba951f06e0bc7d76e,Hemmings Classic Car,American City Business Journals_Hemmings,magazine,Cars & Motorcycles,,18,
6ddf9cd976f111eba0e1f06e0bc7d76e,Handmade Weddings,Immediate Media Company London Limited,magazine,Crafts,,6,
6e39862076f111eb8258f06e0bc7d76e,Barbara,DPV Deutscher Pressevertrieb,magazine,Women's Lifestyle,,17,
6e8635b676f111ebacdef06e0bc7d76e,Trade-A-Boat,Adventures Group Holdings Pty Ltd,magazine,Luxury,,6,
6ed8fff176f111eba996f06e0bc7d76e,Britain,Chelsea Magazine,magazine,Travel & Outdoor,,16,
6f1e763676f111eb917bf06e0bc7d76e,Empire,H BAUER PUBLISHING LIMITED,magazine,"Movies, TV & Music",,18,
6f686cb376f111eb8ed4f06e0bc7d76e,WellBeing Abundance,Universal Wellbeing PTY Limited,magazine,none,,4,
6fb75db776f111ebbbebf06e0bc7d76e,dogs,DPV Deutscher Pressevertrieb,magazine,Animals and Pets,,16,
6ff2d58c76f111eba463f06e0bc7d76e,Highlights High Five,"Highlights for Children, Inc.",magazine,Kids & Teens,,12,
703030e776f111ebb9c7f06e0bc7d76e,ClayCraft,Kelsey Publishing Group,magazine,Crafts,,6,
7071fada76f111ebbdc1f06e0bc7d76e,The Ultimate Guide to Cycle Training  ,Dennis Publishing UK,magazine,Sports,,6,
70bbd0b476f111eb8a2cf06e0bc7d76e,video,Weka Media Publishing GmbH,magazine,"Movies, TV & Music",,18,
71059b5b76f111ebbda9f06e0bc7d76e,La Semaine,TVA Publications Inc.,magazine,Celebrity & Gossip,,18,
71431e7776f111eb885df06e0bc7d76e,Mojo '60s #3,H BAUER PUBLISHING LIMITED,magazine,"Movies, TV & Music",,18,
718ed8cc76f111eb867df06e0bc7d76e,Old Bike Australasia,Nextmedia Pty Ltd,magazine,Cars & Motorcycles,,18,
71c89a6a76f111ebb0edf06e0bc7d76e,Mollie Makes,Immediate Media Company London Limited,magazine,Crafts,,6,
720a869c76f111eb9d20f06e0bc7d76e,Images du monde,Royalement Votre Editions SAS,magazine,Celebrity & Gossip,,18,
7246696f76f111ebad90f06e0bc7d76e,Men's Fitness Ultimate Workout Plan ,Dennis Publishing UK,magazine,Health & Fitness,,16,
729a4fc076f111eba8d4f06e0bc7d76e,N-Photo: the Nikon magazine,Future Publishing Ltd,magazine,Photography,,11,
72fb11f176f111eb8943f06e0bc7d76e,Le franáais dans le monde,SEJER,magazine,News & Politics,,15,
734a397e76f111eba87bf06e0bc7d76e,POV Magazine,POV Magazine,magazine,Culture & Literature,,20,
738ee33676f111eb9db4f06e0bc7d76e,"Cosmopolitan Body 5						",Hearst Magazines UK,magazine,Women's Lifestyle,,17,
73cdef9676f111eb9e4cf06e0bc7d76e,Baumeister,Georg D.W. Callwey GmbH & Co. KG,magazine,Art & Architecture,,18,
7409871476f111ebb85cf06e0bc7d76e,Make the Most of Your Mac 2011,Future Publishing Ltd,magazine,Tech & Gaming,,13,
744c198476f111eb96adf06e0bc7d76e,L'Officiel Voyage ,Les Editions Jalou,magazine,Travel & Outdoor,,16,
74863c6576f111eba316f06e0bc7d76e,Bow International,Future Publishing Ltd,magazine,Hunting & Fishing,,17,
74c1378f76f111eb854df06e0bc7d76e,Car Mechanics,Kelsey Publishing Group,magazine,Cars & Motorcycles,,18,
750f088176f111eb9cd2f06e0bc7d76e,Lunch Lady Magazine,We Print Nice Things,magazine,Parenting,,9,
754c8c5576f111eb952ff06e0bc7d76e,Nikon The Complete Manual ,Future Publishing Ltd,magazine,Tech & Gaming,,13,
760b5ca276f111eba25cf06e0bc7d76e,Wallpaper,Future Publishing Ltd,magazine,Art & Architecture,,18,
7655bd7876f111eb9deff06e0bc7d76e,Allure,Conde Nast US,magazine,Fashion,,7,
769f790b76f111ebb66df06e0bc7d76e,Colouring Book: Masquerade and Carnival,Nuclear Enterprises Pty Ltd,magazine,Art & Architecture,,18,
76e6c00d76f111ebb923f06e0bc7d76e,CORREDOR\,Motorpress Iberica,magazine,Health & Fitness,,16,
772d6a1f76f111eb8bb2f06e0bc7d76e,Huisgenoot Beskuit en Muffins,Media 24 Ltd,magazine,none,,4,
77693ab276f111eb9ee7f06e0bc7d76e,Musician's Handbook: Drums,Future Publishing Ltd,magazine,"Movies, TV & Music",,18,
77a5bb6776f111ebb89df06e0bc7d76e,Fred Dibnah's World of Steam,Dennis Publishing UK,magazine,Culture & Literature,,20,
77f2313976f111ebbe39f06e0bc7d76e,Huisgenoot Tempo,Media 24 Ltd,magazine,none,,4,
7841ff5176f111eb9e17f06e0bc7d76e,Gente,Hearst Magazines Italia spa,magazine,Celebrity & Gossip,,18,
78945f1176f111eba0fdf06e0bc7d76e,"Windows 8 Tips, Tricks & Apps",Future Publishing Ltd,magazine,none,,4,
78e403d376f111eb9480f06e0bc7d76e,Windows 8 For Beginners,Future Publishing Ltd,magazine,none,,4,
7936f85b76f111eb8c30f06e0bc7d76e,Gli speciali di Focus Storia: Fascismo,Mondadori Scienza S.p.A.,magazine,Culture & Literature,,20,
7971b17576f111eb9350f06e0bc7d76e,Marie Claire Italia,HMC IITALIA SRL ,magazine,Fashion,,7,
79adae9276f111eb8ed8f06e0bc7d76e,Focus Wild ,Mondadori Scienza S.p.A.,magazine,Kids & Teens,,12,
79e7ad2276f111ebbc5ef06e0bc7d76e,Classic Toy Trains,Kalmbach Publishing Co. - Magazines,magazine,Crafts,,6,
7a246e2a76f111ebb65ff06e0bc7d76e,Autopista,Motorpress Iberica,magazine,Cars & Motorcycles,,18,
7a5e7cbd76f111eb8a34f06e0bc7d76e,Total Guitar,Future Publishing Ltd,magazine,"Movies, TV & Music",,18,
7a9ec95c76f111eba5d3f06e0bc7d76e,Mountain Biking UK,Immediate Media Company London Limited,magazine,Sports,,6,
7b12254776f111eb8c83f06e0bc7d76e,Cruise International,Chelsea Magazine,magazine,Boating & Aviation,,18,
7b5c3cf976f111eb9687f06e0bc7d76e,Heat,H BAUER PUBLISHING LIMITED,magazine,Celebrity & Gossip,,18,
7b9e960576f111ebb202f06e0bc7d76e,Columbia Journalism Review,Columbia University in City of New York,magazine,Business & Finance,,18,
7be372dc76f111eba630f06e0bc7d76e,What Car?,Haymarket Media Group Ltd,magazine,Cars & Motorcycles,,18,
7c25766076f111ebaa68f06e0bc7d76e,How It Works Annual Vol 1,Future Publishing Ltd,magazine,Tech & Gaming,,13,
7c6ad0c576f111eb9d9ff06e0bc7d76e,Cosmopolitan Fashion,Hearst Magazines UK,magazine,Women's Lifestyle,,17,
7cb8b1a176f111eb8a4ff06e0bc7d76e,Issue,Ediciones Issue s.p.a,magazine,Fashion,,7,
7d03656676f111ebacd4f06e0bc7d76e,Total Film,Future Publishing Ltd,magazine,"Movies, TV & Music",,18,
7d4c074d76f111eb871ff06e0bc7d76e,Philippine Tatler Society,Tatler Asia Limited,magazine,none,,4,
7d8df2ad76f111eba527f06e0bc7d76e,Illustrate with Photoshop Genius Guide ,Future Publishing Ltd,magazine,Tech & Gaming,,13,
7e18756176f111eb89c6f06e0bc7d76e,The Ultimate Guide to WordPress,Future Publishing Ltd,magazine,none,,4,
7e65681076f111eb8726f06e0bc7d76e,Ferrari Supercars,Dennis Publishing UK,magazine,Cars & Motorcycles,,18,
7ea7ef3776f111eba7fef06e0bc7d76e,Home Kitchen,Media 24 Ltd,magazine,Home & Garden,,13,
7ee8ee9476f111eb91b6f06e0bc7d76e,Proyecto Contract,Casual Magazines S.L,magazine,Art & Architecture,,18,
7f2fbfec76f111eb8edef06e0bc7d76e,TAPAS ,Spain Media Consulting,magazine,Food & Wine,,11,
7f7b3ac576f111eb843ef06e0bc7d76e,Cross Country,XC Media,magazine,Sports,,6,
7fd55af776f111ebb036f06e0bc7d76e,Men's Fitness 12 Minute Workout ,Dennis Publishing UK,magazine,Health & Fitness,,16,
801ca04676f111eb8e96f06e0bc7d76e,T3 India,Next Gen Publishing Limited,magazine,Tech & Gaming,,13,
80564a8e76f111eba021f06e0bc7d76e,Halo: The Master Chief Story ,Future Publishing Ltd,magazine,none,,4,
809cffa776f111eb9ccdf06e0bc7d76e,Trains Go to War,Kalmbach Publishing Co. - Magazines,magazine,Cars & Motorcycles,,18,
8124ccea76f111ebac77f06e0bc7d76e,The Art of Healing,LEGIT PUBLICATIONS,magazine,Health & Fitness,,16,
816c93c076f111ebaca8f06e0bc7d76e,Dirt Action,Universal Wellbeing PTY Limited,magazine,Cars & Motorcycles,,18,
81aad83d76f111eba36af06e0bc7d76e,Closer to... Real Life,H BAUER PUBLISHING LIMITED,magazine,Celebrity & Gossip,,18,
81f53d4176f111eb8eedf06e0bc7d76e,History of War,Future Publishing Ltd,magazine,Culture & Literature,,20,
82452ff776f111eb98c6f06e0bc7d76e,The Complete Guide to the iPhone 4S ,IDG Communications - UK,magazine,Tech & Gaming,,13,
8288098076f111eb9dc6f06e0bc7d76e,Interiores,"Prisma Publicaciones 2002, S.L.",magazine,Home & Garden,,13,
82c5959976f111ebb954f06e0bc7d76e,Science et Vie Questions Reponses hors serie,Reworld Media Magazines,magazine,Science,,7,
830eaef476f111eb9a9ef06e0bc7d76e,Tatler Traveller Philippines,Tatler Asia Limited,magazine,Travel & Outdoor,,16,
8349620276f111eba08df06e0bc7d76e,Australian Homespun,Universal Wellbeing PTY Limited,magazine,Crafts,,6,
83818dfa76f111eb85e2f06e0bc7d76e,good design cafe,"SHOTENKENCHIKU-SYA PUBLISHING CO., LTD.",magazine,Photography,,11,
83d4ddd076f111eba7aaf06e0bc7d76e,Airgun Shooter,Future Publishing Ltd,magazine,Hunting & Fishing,,17,
8452abb976f111ebb29ef06e0bc7d76e,BÅcher Magazin,falkemedia GmbH & Co. KG.,magazine,Culture & Literature,,20,
849b8e7976f111eb9320f06e0bc7d76e,Guitar World,Future Publishing Ltd,magazine,"Movies, TV & Music",,18,
84d922c476f111eb8460f06e0bc7d76e,Easy Meals,Hearst,magazine,Food & Wine,,11,
8515f6d376f111eb8f4ef06e0bc7d76e,êchos Vedettes,TVA Publications Inc.,magazine,Celebrity & Gossip,,18,
854fa0d876f111eba03df06e0bc7d76e,Writer's Digest,Active Interest Media,magazine,Culture & Literature,,20,
859083c176f111ebab90f06e0bc7d76e,HTML5 & CSS3 The Complete Manual,Future Publishing Ltd,magazine,none,,4,
85cd3e6e76f111eb8ac5f06e0bc7d76e,Multihulls Today,Blue Water Sailing,magazine,Boating & Aviation,,18,
86035b1276f111ebb8a1f06e0bc7d76e,Photoshop for beginners,Dennis Publishing UK,magazine,Photography,,11,
864b50c176f111ebab2af06e0bc7d76e,Vanidades MÇxico,Editorial Televisa SA de CV,magazine,Women's Lifestyle,,17,
8695436976f111ebb2ebf06e0bc7d76e,La Moto,Motorpress Iberica,magazine,Cars & Motorcycles,,18,
876e1a4476f111eb89cef06e0bc7d76e,T£ MÇxico,Editorial Televisa SA de CV,magazine,Kids & Teens,,12,
87aab56d76f111eb8577f06e0bc7d76e,Pleine Vie,Reworld Media Magazines,magazine,Women's Lifestyle,,17,
882f950076f111eb99aff06e0bc7d76e,Les TrÇsors de Picsou,Disney Hachette Presse,magazine,Kids & Teens,,12,
886cd01076f111eb8ba4f06e0bc7d76e,Men?s Health 15 Min workouts,Media 24 Ltd,magazine,Health & Fitness,,16,
88b38a9476f111eb9595f06e0bc7d76e,PC Home,PC home Publication Group,magazine,none,,4,
88f2e08c76f111eb9e2bf06e0bc7d76e,Focus Wild ,Mondadori Scienza S.p.A.,magazine,Kids & Teens,,12,
893dd39c76f111eb9105f06e0bc7d76e,J-14,"A360 Media, LLC",magazine,Celebrity & Gossip,,18,
8981917076f111ebaaf0f06e0bc7d76e,ForteanTimes: It Happened to Me vol.2,Dennis Publishing UK,magazine,Science,,7,
89baf0f476f111eb844cf06e0bc7d76e,Esquire UK,Hearst Magazines UK,magazine,Men's Lifestyle,,15,
8a024cd876f111eb9703f06e0bc7d76e,Guitarist Presents - 100 Great Guitars,Future Publishing Ltd,magazine,none,,4,
8a4ce04776f111eb97aff06e0bc7d76e,Popshot Magazine,Chelsea Magazine,magazine,Culture & Literature,,20,
8a83a01076f111eb8240f06e0bc7d76e,Poets & Writers Magazine,"Poets & Writers, Inc",magazine,Culture & Literature,,20,
8ac9d76976f111eba4c8f06e0bc7d76e,Baking Heaven,Warners Group Publications Plc,magazine,Food & Wine,,11,
8b09c6ab76f111eb955df06e0bc7d76e,GQ South Africa,Content Nation Media (Pty) Ltd,magazine,Men's Lifestyle,,15,
8b4e50d576f111eb8a1ff06e0bc7d76e,11 Freunde,DPV Deutscher Pressevertrieb,magazine,Sports,,6,
8b8dc25376f111eb97b8f06e0bc7d76e,Les IdÇes de ma maison,TVA Publications Inc.,magazine,Home & Garden,,13,
8c2c045276f111eb84c1f06e0bc7d76e,Die Tuinier Tydskrif,Lonehill Trading (PTY) LTD,magazine,Home & Garden,,13,
8c6d977a76f111eb9862f06e0bc7d76e,Good Housekeeping Anti-Aging Special 2014,Hearst Magazines UK,magazine,Women's Lifestyle,,17,
8ca8f53c76f111eb9292f06e0bc7d76e,Vantage,Dennis Publishing UK,magazine,Cars & Motorcycles,,18,
8ceb8c7f76f111ebb9b2f06e0bc7d76e,Classic Boat,Chelsea Magazine,magazine,Boating & Aviation,,18,
8d2dd60276f111eb8d1bf06e0bc7d76e,Diabetes Self-Management,"Madavor Media, LLC",magazine,Health & Fitness,,16,
8d69a4d376f111eb838cf06e0bc7d76e,Whisky Advocate,M Shanken Communications,magazine,Food & Wine,,11,
8da74df576f111ebb2a5f06e0bc7d76e,Ultimate Guide to Android Tablets ,Dennis Publishing UK,magazine,Tech & Gaming,,13,
8de851b676f111eb90e1f06e0bc7d76e,Dream Christmas,Future Publishing Ltd,magazine,none,,4,
8e2c380676f111eba1dcf06e0bc7d76e,NZ Rugby World First XV,Langhills Publishing Ltd,magazine,Sports,,6,
8e68cc7b76f111ebbdfdf06e0bc7d76e,Health & Fitness Look Younger Naturally,Dennis Publishing UK,magazine,none,,4,
8ea9a85876f111eb90def06e0bc7d76e,The 100 Best Games to Play Right Now,Future Publishing Ltd,magazine,Tech & Gaming,,13,
8ef746a276f111eb9cddf06e0bc7d76e,Digital SLR Photography,Raspberry Pi,magazine,Photography,,11,
8f384bb376f111ebbdf4f06e0bc7d76e,Newsweek International,Newsweek UK Ltd,magazine,News & Politics,,15,
8f8641c876f111ebb3bdf06e0bc7d76e,MotorTrend,"MOTOR TREND GROUP, LLC",magazine,Cars & Motorcycles,,18,
8fc992b776f111ebab95f06e0bc7d76e,Better Homes and Gardens Australia,Are Media Pty Limited,magazine,Home & Garden,,13,
90046b7176f111eb90cff06e0bc7d76e,Your Family Tree Presents: Get Started in Family History,Immediate Media Company London Limited,magazine,Home & Garden,,13,
9046936076f111ebadd5f06e0bc7d76e,Australian Men's Fitness,Odysseus Publishing PTY Limited,magazine,Health & Fitness,,16,
90857e0b76f111eb845df06e0bc7d76e,Girlfriend Australia,Are Media Pty Limited,magazine,Kids & Teens,,12,
90c7701376f111eb8a4af06e0bc7d76e,The FA Cup Final 2011 Official Programme,Haymarket Media Group Ltd,magazine,none,,4,
91184ee276f111eb8425f06e0bc7d76e,iPhone & iPadLife,falkemedia GmbH & Co. KG.,magazine,Tech & Gaming,,13,
9156c33c76f111eba1edf06e0bc7d76e,Classic Ford,Kelsey Publishing Group,magazine,Cars & Motorcycles,,18,
919ac6f976f111ebbeb8f06e0bc7d76e,essen&trinken fÅr jeden Tag,DPV Deutscher Pressevertrieb,magazine,Food & Wine,,11,
91e3046d76f111ebb31df06e0bc7d76e,Plane & Pilot,"Madavor Media, LLC",magazine,Boating & Aviation,,18,
9229779e76f111ebb5b5f06e0bc7d76e,Hello magazine Special Fashion Supplement,Hello! Limited,magazine,Fashion,,7,
926f1a6a76f111eb888df06e0bc7d76e,Radio Times,Immediate Media Company London Limited,magazine,"Movies, TV & Music",,18,
92bca24b76f111eb96fdf06e0bc7d76e,Performance VW,Kelsey Publishing Group,magazine,Cars & Motorcycles,,18,
92f9195076f111eba8f6f06e0bc7d76e,Build a Better Home Network ,Dennis Publishing UK,magazine,Tech & Gaming,,13,
93459ab976f111ebb720f06e0bc7d76e,Mollie Makes Christmas,Immediate Media Company London Limited,magazine,Crafts,,6,
93cb2cec76f111eba307f06e0bc7d76e,7 Jours,TVA Publications Inc.,magazine,"Movies, TV & Music",,18,
940b694676f111eb9116f06e0bc7d76e,The Ultimate Guide to BlackBerry PlayBook,Dennis Publishing UK,magazine,none,,4,
944a3abb76f111eba3c2f06e0bc7d76e,Auto Express,Dennis Publishing UK,magazine,Cars & Motorcycles,,18,
948f736b76f111ebb3e2f06e0bc7d76e,Boxing News,Kelsey Publishing Group,magazine,News & Politics,,15,
94d5ac3b76f111eba7f5f06e0bc7d76e,ELLE France,CMI Publishing,magazine,Fashion,,7,
95166f9c76f111eb81daf06e0bc7d76e,Lecturas,RBA Revistas S.L.,magazine,Celebrity & Gossip,,18,
9555e4f476f111eb91f2f06e0bc7d76e,The Knitter: Lace Collection,Immediate Media Company London Limited,magazine,Hobbies & Crafts,,16,
9591944176f111eb8b6ef06e0bc7d76e,Canon The Complete Manual ,Future Publishing Ltd,magazine,Photography,,11,
95d098c576f111ebb339f06e0bc7d76e,01net,NEWCO 1,magazine,Tech & Gaming,,13,
960e801876f111ebb901f06e0bc7d76e,The Ultimate Guide to Xbox One,Future Publishing Ltd,magazine,Tech & Gaming,,13,
96928fa176f111eb9a53f06e0bc7d76e,T3 Gadget Magazine France,Blizz Media,magazine,Tech & Gaming,,13,
96da5e4e76f111eb91aff06e0bc7d76e,Field & Stream,Bonnier Corporation,magazine,Travel & Outdoor,,16,
971aea8c76f111eb8049f06e0bc7d76e,MAXIM New Zealand,Nuclear Enterprises Pty Ltd,magazine,Men's Lifestyle,,15,
9757bd3776f111eba196f06e0bc7d76e,The Portraits / Landscapes Photography Book ,Future Publishing Ltd,magazine,none,,4,
9797c86076f111eb8ccff06e0bc7d76e,Australian Geographic,Australian Geographic Holdings Pty Ltd,magazine,Science,,7,
97d95cdd76f111eb852df06e0bc7d76e,Fast Bikes,"Mortons Media Group, Ltd",magazine,Cars & Motorcycles,,18,
981a58a076f111ebbcd9f06e0bc7d76e,Vogue Living,News Life Media Pty Limited,magazine,Home & Garden,,13,
9864dba176f111ebbfcef06e0bc7d76e,So is(s)t Italien,falkemedia GmbH & Co. KG.,magazine,Food & Wine,,11,
989f99d676f111eb9e05f06e0bc7d76e,LÇÇf Mooi soos 'n Beminde,Media 24 Ltd,magazine,none,,4,
9923516e76f111eb888df06e0bc7d76e,frankie Magazine,Nextmedia Pty Ltd,magazine,Men's Lifestyle,,15,
99f3213676f111eb8324f06e0bc7d76e,iPad & iPhone User,IDG Communications - UK,magazine,Tech & Gaming,,13,
9a4a577a76f111eb830df06e0bc7d76e,The Advanced Guide to Windows 10,Dennis Publishing UK,magazine,Tech & Gaming,,13,
9a9e19ef76f111eb9acbf06e0bc7d76e,The Complete Guide to Digital Painting Vol. 3,Future Publishing Ltd,magazine,none,,4,
